myFlowerExperiment | INFO flwr 2024-02-17 10:27:46,163 | app.py:146 | Starting Flower simulation, config: ServerConfig(num_rounds=200, round_timeout=None)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:45:19,868 | server.py:182 | evaluate_round 15 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:45:19,868 | server.py:218 | fit_round 16: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:46:16,310 | server.py:232 | fit_round 16 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:46:26,760 | server.py:119 | fit progress: (16, 1.3575459718704224, {'accuracy': 0.7488879561424255}, 1102.9201930929994)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:46:26,761 | server.py:168 | evaluate_round 16: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:46:27,473 | server.py:182 | evaluate_round 16 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:46:27,474 | server.py:218 | fit_round 17: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:47:25,156 | server.py:232 | fit_round 17 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:47:35,794 | server.py:119 | fit progress: (17, 1.3596595525741577, {'accuracy': 0.7496737837791443}, 1171.954289182002)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:47:35,795 | server.py:168 | evaluate_round 17: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:47:36,452 | server.py:182 | evaluate_round 17 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:47:36,453 | server.py:218 | fit_round 18: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:48:34,076 | server.py:232 | fit_round 18 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:48:45,505 | server.py:119 | fit progress: (18, 1.3639774322509766, {'accuracy': 0.7494587898254395}, 1241.6644575929968)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:48:45,505 | server.py:168 | evaluate_round 18: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:48:46,178 | server.py:182 | evaluate_round 18 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:48:46,178 | server.py:218 | fit_round 19: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:49:44,022 | server.py:232 | fit_round 19 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:49:54,629 | server.py:119 | fit progress: (19, 1.3731170892715454, {'accuracy': 0.7498146891593933}, 1310.7887436039964)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:49:54,629 | server.py:168 | evaluate_round 19: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:49:55,298 | server.py:182 | evaluate_round 19 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:49:55,298 | server.py:218 | fit_round 20: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:50:52,760 | server.py:232 | fit_round 20 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:51:03,205 | server.py:119 | fit progress: (20, 1.3764444589614868, {'accuracy': 0.7509711980819702}, 1379.3649835609976)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:51:03,205 | server.py:168 | evaluate_round 20: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:51:03,885 | server.py:182 | evaluate_round 20 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:51:03,885 | server.py:218 | fit_round 21: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:52:00,894 | server.py:232 | fit_round 21 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:52:11,482 | server.py:119 | fit progress: (21, 1.4007710218429565, {'accuracy': 0.7502076029777527}, 1447.6424362350008)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:52:11,483 | server.py:168 | evaluate_round 21: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:52:12,132 | server.py:182 | evaluate_round 21 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:52:12,133 | server.py:218 | fit_round 22: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:53:09,536 | server.py:232 | fit_round 22 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:53:19,965 | server.py:119 | fit progress: (22, 1.3974798917770386, {'accuracy': 0.7504744529724121}, 1516.1245694359968)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:53:19,965 | server.py:168 | evaluate_round 22: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:53:20,624 | server.py:182 | evaluate_round 22 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:53:20,624 | server.py:218 | fit_round 23: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:54:18,205 | server.py:232 | fit_round 23 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:54:28,754 | server.py:119 | fit progress: (23, 1.41279137134552, {'accuracy': 0.7497850060462952}, 1584.914318942996)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:54:28,755 | server.py:168 | evaluate_round 23: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:54:29,405 | server.py:182 | evaluate_round 23 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:54:29,405 | server.py:218 | fit_round 24: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:55:27,089 | server.py:232 | fit_round 24 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:55:37,631 | server.py:119 | fit progress: (24, 1.420558214187622, {'accuracy': 0.7508822083473206}, 1653.7909197459958)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:55:37,631 | server.py:168 | evaluate_round 24: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:55:38,287 | server.py:182 | evaluate_round 24 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:55:38,287 | server.py:218 | fit_round 25: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:56:35,354 | server.py:232 | fit_round 25 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:56:46,001 | server.py:119 | fit progress: (25, 1.4315043687820435, {'accuracy': 0.7512751221656799}, 1722.161013676996)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:56:46,001 | server.py:168 | evaluate_round 25: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:56:46,666 | server.py:182 | evaluate_round 25 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:56:46,667 | server.py:218 | fit_round 26: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:57:43,817 | server.py:232 | fit_round 26 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:57:54,583 | server.py:119 | fit progress: (26, 1.4387004375457764, {'accuracy': 0.7500519156455994}, 1790.7430878410014)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:57:54,583 | server.py:168 | evaluate_round 26: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:57:55,281 | server.py:182 | evaluate_round 26 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:57:55,281 | server.py:218 | fit_round 27: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:58:51,733 | server.py:232 | fit_round 27 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 10:59:02,202 | server.py:119 | fit progress: (27, 1.4586037397384644, {'accuracy': 0.7509341239929199}, 1858.3623994439986)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:59:02,203 | server.py:168 | evaluate_round 27: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 10:59:02,866 | server.py:182 | evaluate_round 27 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 10:59:02,866 | server.py:218 | fit_round 28: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:00:00,205 | server.py:232 | fit_round 28 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:00:10,926 | server.py:119 | fit progress: (28, 1.4592750072479248, {'accuracy': 0.7501556873321533}, 1927.085745559998)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:00:10,926 | server.py:168 | evaluate_round 28: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:00:11,684 | server.py:182 | evaluate_round 28 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:00:11,684 | server.py:218 | fit_round 29: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:01:09,033 | server.py:232 | fit_round 29 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:01:19,694 | server.py:119 | fit progress: (29, 1.4762604236602783, {'accuracy': 0.7515791058540344}, 1995.8544036469975)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:01:19,695 | server.py:168 | evaluate_round 29: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:01:20,364 | server.py:182 | evaluate_round 29 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:01:20,365 | server.py:218 | fit_round 30: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:02:17,256 | server.py:232 | fit_round 30 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:02:27,967 | server.py:119 | fit progress: (30, 1.4792407751083374, {'accuracy': 0.7517644166946411}, 2064.127428273998)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:02:27,968 | server.py:168 | evaluate_round 30: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:02:28,626 | server.py:182 | evaluate_round 30 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:02:28,626 | server.py:218 | fit_round 31: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:03:26,802 | server.py:232 | fit_round 31 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:03:37,352 | server.py:119 | fit progress: (31, 1.4969614744186401, {'accuracy': 0.7503558397293091}, 2133.5119966670027)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:03:37,352 | server.py:168 | evaluate_round 31: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:03:38,014 | server.py:182 | evaluate_round 31 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:03:38,014 | server.py:218 | fit_round 32: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:04:34,857 | server.py:232 | fit_round 32 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:04:45,469 | server.py:119 | fit progress: (32, 1.5155649185180664, {'accuracy': 0.7514234185218811}, 2201.628738886997)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:04:45,469 | server.py:168 | evaluate_round 32: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:04:46,126 | server.py:182 | evaluate_round 32 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:04:46,126 | server.py:218 | fit_round 33: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:05:44,791 | server.py:232 | fit_round 33 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:05:55,469 | server.py:119 | fit progress: (33, 1.5201143026351929, {'accuracy': 0.7504151463508606}, 2271.6286520279973)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:05:55,469 | server.py:168 | evaluate_round 33: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:05:56,142 | server.py:182 | evaluate_round 33 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:05:56,142 | server.py:218 | fit_round 34: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:06:53,089 | server.py:232 | fit_round 34 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:07:04,567 | server.py:119 | fit progress: (34, 1.5513077974319458, {'accuracy': 0.7512084245681763}, 2340.727354358998)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:07:04,568 | server.py:168 | evaluate_round 34: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:07:05,245 | server.py:182 | evaluate_round 34 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:07:05,246 | server.py:218 | fit_round 35: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:08:02,833 | server.py:232 | fit_round 35 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:08:13,415 | server.py:119 | fit progress: (35, 1.562544584274292, {'accuracy': 0.7496441602706909}, 2409.575396895998)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:08:13,416 | server.py:168 | evaluate_round 35: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:08:14,067 | server.py:182 | evaluate_round 35 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:08:14,068 | server.py:218 | fit_round 36: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:09:10,297 | server.py:232 | fit_round 36 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:09:20,962 | server.py:119 | fit progress: (36, 1.587489366531372, {'accuracy': 0.7496812343597412}, 2477.121859883002)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:09:20,962 | server.py:168 | evaluate_round 36: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:09:21,626 | server.py:182 | evaluate_round 36 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:09:21,627 | server.py:218 | fit_round 37: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:10:19,472 | server.py:232 | fit_round 37 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:10:29,975 | server.py:119 | fit progress: (37, 1.5989341735839844, {'accuracy': 0.7493476271629333}, 2546.1350949490006)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:10:29,975 | server.py:168 | evaluate_round 37: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:10:30,629 | server.py:182 | evaluate_round 37 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:10:30,629 | server.py:218 | fit_round 38: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:11:28,004 | server.py:232 | fit_round 38 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-17 11:11:38,836 | server.py:119 | fit progress: (38, 1.6053258180618286, {'accuracy': 0.7483764290809631}, 2614.9959785009996)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:11:38,836 | server.py:168 | evaluate_round 38: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:11:39,500 | server.py:182 | evaluate_round 38 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 11:11:39,500 | server.py:218 | fit_round 39: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 11:12:36,905 | server.py:232 | fit_round 39 received 19 results and 0 failures
