myFlowerExperiment | INFO flwr 2024-02-20 00:02:33,265 | app.py:146 | Starting Flower simulation, config: ServerConfig(num_rounds=200, round_timeout=None)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:05:40,546 | server.py:168 | evaluate_round 3: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:05:41,204 | server.py:182 | evaluate_round 3 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:05:41,205 | server.py:218 | fit_round 4: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:06:28,401 | server.py:232 | fit_round 4 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:06:36,380 | server.py:119 | fit progress: (4, 0.5627679824829102, {'accuracy': 0.8374752402305603}, 228.0151102289674)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:06:36,380 | server.py:168 | evaluate_round 4: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:06:37,029 | server.py:182 | evaluate_round 4 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:06:37,029 | server.py:218 | fit_round 5: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:07:25,472 | server.py:232 | fit_round 5 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:07:34,762 | server.py:119 | fit progress: (5, 0.5818927884101868, {'accuracy': 0.8583318591117859}, 286.3977946959785)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:07:34,763 | server.py:168 | evaluate_round 5: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:07:35,437 | server.py:182 | evaluate_round 5 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:07:35,437 | server.py:218 | fit_round 6: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:08:22,286 | server.py:232 | fit_round 6 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:08:30,283 | server.py:119 | fit progress: (6, 0.6186470985412598, {'accuracy': 0.8677345514297485}, 341.9181170570082)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:08:30,283 | server.py:168 | evaluate_round 6: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:08:30,933 | server.py:182 | evaluate_round 6 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:08:30,933 | server.py:218 | fit_round 7: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:09:18,364 | server.py:232 | fit_round 7 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:09:26,479 | server.py:119 | fit progress: (7, 0.6542924642562866, {'accuracy': 0.8726027011871338}, 398.1139438649989)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:09:26,479 | server.py:168 | evaluate_round 7: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:09:27,144 | server.py:182 | evaluate_round 7 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:09:27,145 | server.py:218 | fit_round 8: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:10:15,074 | server.py:232 | fit_round 8 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:10:23,015 | server.py:119 | fit progress: (8, 0.6924324631690979, {'accuracy': 0.8755373358726501}, 454.65045907895546)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:10:23,015 | server.py:168 | evaluate_round 8: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:10:23,666 | server.py:182 | evaluate_round 8 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:10:23,666 | server.py:218 | fit_round 9: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:11:10,027 | server.py:232 | fit_round 9 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:11:18,071 | server.py:119 | fit progress: (9, 0.7234329581260681, {'accuracy': 0.8772156834602356}, 509.7064383489778)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:11:18,071 | server.py:168 | evaluate_round 9: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:11:18,729 | server.py:182 | evaluate_round 9 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:11:18,729 | server.py:218 | fit_round 10: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:12:07,374 | server.py:232 | fit_round 10 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:12:15,335 | server.py:119 | fit progress: (10, 0.762542188167572, {'accuracy': 0.8772942423820496}, 566.9699175090063)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:12:15,335 | server.py:168 | evaluate_round 10: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:12:15,996 | server.py:182 | evaluate_round 10 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:12:15,996 | server.py:218 | fit_round 11: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:13:04,673 | server.py:232 | fit_round 11 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:13:12,768 | server.py:119 | fit progress: (11, 0.7769873738288879, {'accuracy': 0.8801012635231018}, 624.4034480759874)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:13:12,768 | server.py:168 | evaluate_round 11: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:13:13,450 | server.py:182 | evaluate_round 11 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:13:13,451 | server.py:218 | fit_round 12: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:14:02,112 | server.py:232 | fit_round 12 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:14:10,178 | server.py:119 | fit progress: (12, 0.8014817833900452, {'accuracy': 0.8798853754997253}, 681.8131970889517)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:14:10,178 | server.py:168 | evaluate_round 12: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:14:10,842 | server.py:182 | evaluate_round 12 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:14:10,842 | server.py:218 | fit_round 13: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:14:58,593 | server.py:232 | fit_round 13 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:15:06,693 | server.py:119 | fit progress: (13, 0.8270349502563477, {'accuracy': 0.8796988725662231}, 738.3279505429673)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:15:06,693 | server.py:168 | evaluate_round 13: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:15:07,372 | server.py:182 | evaluate_round 13 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:15:07,372 | server.py:218 | fit_round 14: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:15:53,266 | server.py:232 | fit_round 14 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:16:01,291 | server.py:119 | fit progress: (14, 0.8449112772941589, {'accuracy': 0.8807294368743896}, 792.9263179419795)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:16:01,291 | server.py:168 | evaluate_round 14: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:16:01,957 | server.py:182 | evaluate_round 14 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:16:01,957 | server.py:218 | fit_round 15: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:16:49,718 | server.py:232 | fit_round 15 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:16:57,750 | server.py:119 | fit progress: (15, 0.8601121306419373, {'accuracy': 0.8807098269462585}, 849.3857660309877)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:16:57,751 | server.py:168 | evaluate_round 15: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:16:58,432 | server.py:182 | evaluate_round 15 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:16:58,432 | server.py:218 | fit_round 16: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:17:48,120 | server.py:232 | fit_round 16 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:17:56,199 | server.py:119 | fit progress: (16, 0.8658621907234192, {'accuracy': 0.8806901574134827}, 907.8338955339859)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:17:56,199 | server.py:168 | evaluate_round 16: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:17:56,978 | server.py:182 | evaluate_round 16 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:17:56,978 | server.py:218 | fit_round 17: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:18:44,755 | server.py:232 | fit_round 17 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:18:52,818 | server.py:119 | fit progress: (17, 0.8953942060470581, {'accuracy': 0.8805626034736633}, 964.4532529760036)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:18:52,818 | server.py:168 | evaluate_round 17: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:18:53,475 | server.py:182 | evaluate_round 17 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:18:53,476 | server.py:218 | fit_round 18: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:19:40,624 | server.py:232 | fit_round 18 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:19:48,719 | server.py:119 | fit progress: (18, 0.8965686559677124, {'accuracy': 0.8810631632804871}, 1020.3541889409535)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:19:48,719 | server.py:168 | evaluate_round 18: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:19:49,377 | server.py:182 | evaluate_round 18 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:19:49,377 | server.py:218 | fit_round 19: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:20:37,019 | server.py:232 | fit_round 19 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:20:44,984 | server.py:119 | fit progress: (19, 0.9183139801025391, {'accuracy': 0.881033718585968}, 1076.6194120379514)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:20:44,984 | server.py:168 | evaluate_round 19: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:20:45,647 | server.py:182 | evaluate_round 19 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:20:45,648 | server.py:218 | fit_round 20: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:21:33,545 | server.py:232 | fit_round 20 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:21:41,723 | server.py:119 | fit progress: (20, 0.9205935597419739, {'accuracy': 0.8812790513038635}, 1133.3580869580037)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:21:41,723 | server.py:168 | evaluate_round 20: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:21:42,374 | server.py:182 | evaluate_round 20 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:21:42,374 | server.py:218 | fit_round 21: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:22:28,438 | server.py:232 | fit_round 21 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:22:36,633 | server.py:119 | fit progress: (21, 0.9312847852706909, {'accuracy': 0.8814655542373657}, 1188.268405320996)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:22:36,633 | server.py:168 | evaluate_round 21: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:22:37,296 | server.py:182 | evaluate_round 21 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:22:37,297 | server.py:218 | fit_round 22: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:23:24,722 | server.py:232 | fit_round 22 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:23:32,729 | server.py:119 | fit progress: (22, 0.9450563788414001, {'accuracy': 0.8817992806434631}, 1244.364475032955)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:23:32,729 | server.py:168 | evaluate_round 22: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:23:33,371 | server.py:182 | evaluate_round 22 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:23:33,372 | server.py:218 | fit_round 23: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:24:20,857 | server.py:232 | fit_round 23 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:24:31,977 | server.py:119 | fit progress: (23, 0.9571887254714966, {'accuracy': 0.8817992806434631}, 1303.6124924279866)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:24:31,977 | server.py:168 | evaluate_round 23: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:24:32,633 | server.py:182 | evaluate_round 23 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:24:32,633 | server.py:218 | fit_round 24: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:25:19,973 | server.py:232 | fit_round 24 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:25:28,075 | server.py:119 | fit progress: (24, 0.9634354710578918, {'accuracy': 0.8820446133613586}, 1359.7105276559596)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:25:28,076 | server.py:168 | evaluate_round 24: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:25:28,737 | server.py:182 | evaluate_round 24 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:25:28,737 | server.py:218 | fit_round 25: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:26:16,598 | server.py:232 | fit_round 25 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:26:24,707 | server.py:119 | fit progress: (25, 0.9668149948120117, {'accuracy': 0.8819366693496704}, 1416.3422546680085)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:26:24,707 | server.py:168 | evaluate_round 25: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:26:25,378 | server.py:182 | evaluate_round 25 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:26:25,378 | server.py:218 | fit_round 26: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:27:12,642 | server.py:232 | fit_round 26 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:27:20,648 | server.py:119 | fit progress: (26, 0.9758820533752441, {'accuracy': 0.8820642828941345}, 1472.2832198879914)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:27:20,648 | server.py:168 | evaluate_round 26: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:27:21,331 | server.py:182 | evaluate_round 26 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:27:21,331 | server.py:218 | fit_round 27: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:28:08,654 | server.py:232 | fit_round 27 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:28:16,711 | server.py:119 | fit progress: (27, 0.9843519330024719, {'accuracy': 0.8824372291564941}, 1528.3459427719936)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:28:16,711 | server.py:168 | evaluate_round 27: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:28:17,365 | server.py:182 | evaluate_round 27 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:28:17,365 | server.py:218 | fit_round 28: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:29:05,279 | server.py:232 | fit_round 28 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:29:13,391 | server.py:119 | fit progress: (28, 0.9977356195449829, {'accuracy': 0.882388174533844}, 1585.0263235919992)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:29:13,391 | server.py:168 | evaluate_round 28: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:29:14,062 | server.py:182 | evaluate_round 28 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:29:14,062 | server.py:218 | fit_round 29: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:30:02,298 | server.py:232 | fit_round 29 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:30:10,264 | server.py:119 | fit progress: (29, 1.0088789463043213, {'accuracy': 0.8821918368339539}, 1641.8989048229996)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:30:10,264 | server.py:168 | evaluate_round 29: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:30:10,914 | server.py:182 | evaluate_round 29 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:30:10,914 | server.py:218 | fit_round 30: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:30:59,061 | server.py:232 | fit_round 30 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:31:07,090 | server.py:119 | fit progress: (30, 1.0159956216812134, {'accuracy': 0.8822409510612488}, 1698.725298722973)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:31:07,090 | server.py:168 | evaluate_round 30: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:31:07,739 | server.py:182 | evaluate_round 30 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:31:07,740 | server.py:218 | fit_round 31: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:31:54,135 | server.py:232 | fit_round 31 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:32:02,095 | server.py:119 | fit progress: (31, 1.0120296478271484, {'accuracy': 0.8822016716003418}, 1753.7303761629737)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:32:02,095 | server.py:168 | evaluate_round 31: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:32:02,752 | server.py:182 | evaluate_round 31 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:32:02,752 | server.py:218 | fit_round 32: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:32:51,148 | server.py:232 | fit_round 32 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:32:59,234 | server.py:119 | fit progress: (32, 1.0215309858322144, {'accuracy': 0.8822409510612488}, 1810.8689058409655)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:32:59,234 | server.py:168 | evaluate_round 32: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:32:59,909 | server.py:182 | evaluate_round 32 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:32:59,909 | server.py:218 | fit_round 33: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:33:47,580 | server.py:232 | fit_round 33 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:33:55,593 | server.py:119 | fit progress: (33, 1.025645136833191, {'accuracy': 0.8817011117935181}, 1867.2281722379848)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:33:55,593 | server.py:168 | evaluate_round 33: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:33:56,272 | server.py:182 | evaluate_round 33 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:33:56,272 | server.py:218 | fit_round 34: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:34:45,282 | server.py:232 | fit_round 34 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:34:53,401 | server.py:119 | fit progress: (34, 1.0310150384902954, {'accuracy': 0.8814753890037537}, 1925.036614904995)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:34:53,402 | server.py:168 | evaluate_round 34: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:34:54,071 | server.py:182 | evaluate_round 34 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:34:54,071 | server.py:218 | fit_round 35: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:35:41,760 | server.py:232 | fit_round 35 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:35:49,781 | server.py:119 | fit progress: (35, 1.0371040105819702, {'accuracy': 0.8814753890037537}, 1981.4166101570008)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:35:49,782 | server.py:168 | evaluate_round 35: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:35:50,434 | server.py:182 | evaluate_round 35 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:35:50,435 | server.py:218 | fit_round 36: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:36:37,968 | server.py:232 | fit_round 36 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:36:46,146 | server.py:119 | fit progress: (36, 1.0486184358596802, {'accuracy': 0.8815637230873108}, 2037.781418373983)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:36:46,146 | server.py:168 | evaluate_round 36: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:36:46,950 | server.py:182 | evaluate_round 36 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:36:46,951 | server.py:218 | fit_round 37: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:37:34,315 | server.py:232 | fit_round 37 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:37:42,426 | server.py:119 | fit progress: (37, 1.055184245109558, {'accuracy': 0.8813084959983826}, 2094.060825175955)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:37:42,426 | server.py:168 | evaluate_round 37: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:37:43,072 | server.py:182 | evaluate_round 37 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:37:43,073 | server.py:218 | fit_round 38: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:38:30,721 | server.py:232 | fit_round 38 received 19 results and 0 failures
myFlowerExperiment | INFO flwr 2024-02-20 00:38:38,842 | server.py:119 | fit progress: (38, 1.0574485063552856, {'accuracy': 0.8811416625976562}, 2150.477664899954)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:38:38,843 | server.py:168 | evaluate_round 38: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:38:39,527 | server.py:182 | evaluate_round 38 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-20 00:38:39,527 | server.py:218 | fit_round 39: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-20 00:39:27,016 | server.py:232 | fit_round 39 received 19 results and 0 failures
